!alessiana;Alessiana is toxic monkaS;20;pleb
!energia;༼ つ ◕_◕ ༽つ ALESSIANA PRENDI LA MIA ENERGIA ༼ つ ◕_◕ ༽つ;0;pleb
!tiltana;Quando le cose vanno male Alessiana si trasforma nel suo alterego Tiltana. Partono madonne e non riesce a non tiltare per qualsiasi cosa. Lo spam di LUL alimenta la sua ira che probabilmente lo porterà a ragequittare LUL;20;pleb
!aim;Nice aim bro LUL;20;pleb
!battuta;haHAA Ha fatto la battuta haHAA Divertentissimo haHAA;10;pleb
!discord;Attaccate a StoDiscord! https://goo.gl/P35L9R KappaPride;10;pleb
!suoni;;20;pleb
!8ball;;10;pleb
!roulette;;10;pleb
!ban;;10;pleb
!love;;10;pleb
!comandi;;20;pleb
!salta;;0;pleb
!wins;;0;pleb
!cit;;0;pleb
!fortnite;[Fortnite] Alessiana;20;pleb
!maledizione;;20;pleb
!bush;;20;pleb
!comandi;;0;mod
!restart;;0;mod
!stop;;0;mod
!addcommand;;0;mod
!removecommand;;0;mod
!clean;;0;mod
!raffle;;0;mod
!pickone;;0;mod
